144.933709,-37.764708
145.02373,-37.764708
145.113553,-37.765022
145.203877,-37.763936
144.934824,-37.836356
145.022765,-37.834848
145.11451,-37.835979
145.202927,-37.835225
145.023241,-37.907951
145.11344,-37.90726
145.023617,-37.978378
145.112985,-37.978128
145.112985,-38.048832
144.978777,-37.800439
145.068608,-37.800439
145.15844,-37.800439
144.978777,-37.871683
145.068608,-37.871683
145.15844,-37.871683
144.978777,-37.942858
145.068608,-37.942858
145.15844,-37.942858
144.978777,-38.013964
145.068608,-38.013964
145.15844,-38.013964
